STATENAME,URL,WEBSITE,ACTIVITYESTIMATE,WEEKEND,WEEK,SEASON
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Regional,Feb-13-2016,6,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Local Activity,Feb-20-2016,7,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Regional,Feb-27-2016,8,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Regional,Mar-05-2016,9,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Widespread,Mar-12-2016,10,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Widespread,Mar-19-2016,11,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Regional,Mar-26-2016,12,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Regional,Apr-02-2016,13,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Local Activity,Apr-09-2016,14,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Regional,Apr-16-2016,15,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Local Activity,Apr-23-2016,16,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Local Activity,Apr-30-2016,17,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Local Activity,May-07-2016,18,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Local Activity,May-14-2016,19,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Local Activity,May-21-2016,20,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",No Activity,Oct-10-2015,40,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Oct-17-2015,41,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",No Activity,Oct-24-2015,42,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Oct-31-2015,43,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Nov-07-2015,44,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Nov-14-2015,45,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Nov-21-2015,46,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Nov-28-2015,47,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Dec-05-2015,48,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Dec-12-2015,49,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Dec-19-2015,50,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Dec-26-2015,51,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Jan-02-2016,52,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Jan-09-2016,1,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Jan-16-2016,2,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Jan-23-2016,3,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Jan-30-2016,4,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,Feb-06-2016,5,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Local Activity,Feb-13-2016,6,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Regional,Feb-20-2016,7,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Widespread,Feb-27-2016,8,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Widespread,Mar-05-2016,9,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Widespread,Mar-12-2016,10,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Widespread,Mar-19-2016,11,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Regional,Mar-26-2016,12,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Regional,Apr-02-2016,13,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Regional,Apr-09-2016,14,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Regional,Apr-16-2016,15,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Local Activity,Apr-23-2016,16,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Local Activity,Apr-30-2016,17,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,May-07-2016,18,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,May-14-2016,19,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Sporadic,May-21-2016,20,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",No Activity,Oct-10-2015,40,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",No Activity,Oct-17-2015,41,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Oct-24-2015,42,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Oct-31-2015,43,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",No Activity,Nov-07-2015,44,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Nov-14-2015,45,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Nov-21-2015,46,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",No Activity,Nov-28-2015,47,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Dec-05-2015,48,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Dec-12-2015,49,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Dec-19-2015,50,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",No Activity,Dec-26-2015,51,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Jan-02-2016,52,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",No Activity,Jan-09-2016,1,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Jan-16-2016,2,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Jan-23-2016,3,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Jan-30-2016,4,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Local Activity,Feb-06-2016,5,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Regional,Feb-13-2016,6,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Regional,Feb-20-2016,7,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Regional,Feb-27-2016,8,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Regional,Mar-05-2016,9,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Regional,Mar-12-2016,10,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Regional,Mar-19-2016,11,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Local Activity,Mar-26-2016,12,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Regional,Apr-02-2016,13,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Local Activity,Apr-09-2016,14,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Local Activity,Apr-16-2016,15,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Local Activity,Apr-23-2016,16,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,Apr-30-2016,17,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Local Activity,May-07-2016,18,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Local Activity,May-14-2016,19,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Sporadic,May-21-2016,20,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Sporadic,Oct-10-2015,40,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Sporadic,Oct-17-2015,41,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Sporadic,Oct-24-2015,42,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Sporadic,Oct-31-2015,43,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Sporadic,Nov-07-2015,44,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Sporadic,Nov-14-2015,45,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Sporadic,Nov-21-2015,46,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Sporadic,Nov-28-2015,47,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Dec-05-2015,48,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Dec-12-2015,49,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Dec-19-2015,50,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Dec-26-2015,51,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Jan-02-2016,52,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Jan-09-2016,1,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Jan-16-2016,2,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Regional,Jan-23-2016,3,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Regional,Jan-30-2016,4,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Regional,Feb-06-2016,5,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Widespread,Feb-13-2016,6,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Widespread,Feb-20-2016,7,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Widespread,Feb-27-2016,8,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Widespread,Mar-05-2016,9,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Regional,Mar-12-2016,10,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Regional,Mar-19-2016,11,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Regional,Mar-26-2016,12,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Regional,Apr-02-2016,13,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Apr-09-2016,14,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Apr-16-2016,15,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Apr-23-2016,16,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,Apr-30-2016,17,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,May-07-2016,18,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Local Activity,May-14-2016,19,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Sporadic,May-21-2016,20,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Oct-10-2015,40,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Oct-17-2015,41,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Oct-24-2015,42,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Oct-31-2015,43,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Nov-07-2015,44,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Nov-14-2015,45,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Local Activity,Nov-21-2015,46,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Local Activity,Nov-28-2015,47,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Dec-05-2015,48,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Local Activity,Dec-12-2015,49,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Dec-19-2015,50,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Local Activity,Dec-26-2015,51,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Local Activity,Jan-02-2016,52,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Local Activity,Jan-09-2016,1,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Jan-16-2016,2,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Jan-23-2016,3,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Jan-30-2016,4,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Feb-06-2016,5,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Feb-13-2016,6,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Widespread,Feb-20-2016,7,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Widespread,Feb-27-2016,8,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Widespread,Mar-05-2016,9,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Mar-12-2016,10,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Mar-19-2016,11,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Mar-26-2016,12,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Apr-02-2016,13,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Apr-09-2016,14,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Regional,Apr-16-2016,15,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Apr-23-2016,16,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,Apr-30-2016,17,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,May-07-2016,18,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,May-14-2016,19,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Sporadic,May-21-2016,20,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Oct-10-2015,40,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Oct-17-2015,41,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Oct-24-2015,42,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Oct-31-2015,43,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Nov-07-2015,44,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Nov-14-2015,45,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Nov-21-2015,46,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Nov-28-2015,47,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Dec-05-2015,48,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Dec-12-2015,49,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Dec-19-2015,50,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Sporadic,Dec-26-2015,51,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Local Activity,Jan-02-2016,52,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Local Activity,Jan-09-2016,1,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Local Activity,Jan-16-2016,2,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Local Activity,Jan-23-2016,3,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Regional,Jan-30-2016,4,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Regional,Feb-06-2016,5,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Feb-13-2016,6,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Feb-20-2016,7,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Feb-27-2016,8,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Mar-05-2016,9,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Mar-12-2016,10,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Mar-19-2016,11,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Mar-26-2016,12,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Apr-02-2016,13,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Apr-09-2016,14,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Apr-16-2016,15,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Widespread,Apr-23-2016,16,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Regional,Apr-30-2016,17,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Regional,May-07-2016,18,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Local Activity,May-14-2016,19,2015-16
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Local Activity,May-21-2016,20,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",No Activity,Oct-10-2015,40,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",No Activity,Oct-17-2015,41,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",No Activity,Oct-24-2015,42,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",No Activity,Oct-31-2015,43,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",No Activity,Nov-07-2015,44,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",No Activity,Nov-14-2015,45,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",No Activity,Nov-21-2015,46,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Nov-28-2015,47,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Dec-05-2015,48,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Dec-12-2015,49,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Local Activity,Dec-19-2015,50,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Jan-02-2016,52,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Jan-09-2016,1,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Jan-16-2016,2,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Jan-23-2016,3,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Jan-30-2016,4,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Feb-13-2016,6,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Feb-20-2016,7,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Feb-27-2016,8,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Mar-05-2016,9,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Mar-12-2016,10,2015-16
Virgin Islands,http://doh.vi.gov/,"Influenza",Sporadic,Apr-09-2016,14,2015-16
